Hook ID,Category,Hook Template,Example URL,Notes
EDU_0016,EDUCATIONAL,As an (insert trait) responsible (insert age) year old with a goal to (insert goal) here are 3 things I will never regret doing.,https://www.instagram.com/reel/DBZT2Q5RJ2W/?igsh=MTBtc3gwNXVyM2ppdg%3D%3D,
EDU_0017,EDUCATIONAL,"Not to flex, but I'm fretty f*cking good at (insert skill/niche).",https://www.instagram.com/p/C-SR22KOEDY/,
EDU_0018,EDUCATIONAL,This is what (insert object/item) looks like when you are using/doing (insert product/service).,https://www.instagram.com/sethwickstrom_fitness/reel/DAtNQtAxUNQ/,
EDU_0019,EDUCATIONAL,Are you still (insert action)? I’ve got (insert result) in (insert time frame) and I have never (insert action).,https://www.instagram.com/reel/C4YY12SxuRo/,
EDU_0020,EDUCATIONAL,3 Youtube channels that will teach you more than any (insert industry/niche) degree.,https://www.instagram.com/p/DBfqo-0zxTb/,
EDU_0021,EDUCATIONAL,I think I just found the biggest (insert niche/industry) cheat code.,https://www.instagram.com/p/DB6kCMQR0oX/,
EDU_0022,EDUCATIONAL,Here are 3 people who will make you a better (insert title).,https://www.instagram.com/p/C9uwXS_uJJ6/,
EDU_0023,EDUCATIONAL,(insert trait) Guy vs (insert trait) Guy.,https://www.instagram.com/share/_9R_a4MER,
EDU_0024,EDUCATIONAL,I see you doing nothing but (insert action) after (insert event) so follow this agenda to avoid that.,https://www.instagram.com/share/BADjOvZhzs,
EDU_0025,EDUCATIONAL,Want to be the first (insert dream result) in your family?,https://www.instagram.com/reel/DEVCeefOF08/?igsh=MThxZXZyMnFkZXNj,
EDU_0026,EDUCATIONAL,This is how many (insert item) you need to (insert result).,https://www.instagram.com/reel/C83vXP6NqXU/,
EDU_0027,EDUCATIONAL,Everyone tells you to (insert action) but nobody actually tells you how to do it. Here is a # second step by step tutorial that you can save.,https://www.instagram.com/reel/DC2pqKUpy7C/?igsh=ZzBjeG93cDh6aWoy,
EDU_0028,EDUCATIONAL,If you're (insert age range) these are the # things you need to do so you don't end up (insert pain point) by (insert age).,https://www.instagram.com/reel/C9atuV6s3J0/?igsh=aDhtdm5wNXNzOTk5,
EDU_0029,EDUCATIONAL,If I were starting over in my (insert age range) with no (insert item) here are the top # things I would do to (insert dream result).,https://www.tiktok.com/t/ZT2MLqDUQ/,
EDU_0030,EDUCATIONAL,Here are some slightly unethical (insert industry/niche) hacks that you should know if you're (insert target audience).,https://www.instagram.com/reel/C-8RO71JxRv/?igsh=MTdrZzdrZWdnbTdzZA==,
EDU_0031,EDUCATIONAL,Here's exactly how you're gonna lock in if you want to (insert dream result).,https://www.instagram.com/reel/DC5P-_EMzFm/?igsh=MTZyajlweWk5ZGI1cQ==,
EDU_0032,EDUCATIONAL,This is the same exact (insert thing) but the first is/got (insert result and the second is/got X,https://www.instagram.com/p/DIBDSW9Maq7/,
EDU_0033,EDUCATIONAL,If you want to end up (insert pain point) then skip this video.,https://www.instagram.com/p/DDfZ4qZPTN8/,
EDU_0034,EDUCATIONAL,We have never used (insert noun) in our home because we have found it to be generally (insert trait/traits).,https://www.instagram.com/p/DGF_p8lORgI/,
EDU_0035,EDUCATIONAL,(insert action) for (insert period of time) and you will get (insert dream result).,https://www.instagram.com/georgiaheins/reel/C8Z9DfdMgZ_/,
EDU_0036,EDUCATIONAL,If you’re between the ages of (insert age) to (insert age) and you feel like (insert pain point).,https://www.instagram.com/p/DH2KovNtk8l/,
EDU_0037,EDUCATIONAL,(insert before state) to (insert after state) in # simple steps in under # of seconds.,https://www.instagram.com/p/DHD4frVya7Z/,
EDU_0038,EDUCATIONAL,If you're trying to (insert dream results) then here is the one (insert thing) you should do.,https://www.instagram.com/p/DFCyBHfNnlZ/,
EDU_0039,EDUCATIONAL,How long do you think you have to (insert action) to (insert result).,https://www.instagram.com/reel/C50_VCluWFe/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,
EDU_0040,EDUCATIONAL,"If you want to do this, first do this.",https://www.instagram.com/p/C5AmorRpUqF/,
EDU_0041,EDUCATIONAL,If you’re trying to (insert dream result) and you haven't got a clue what to (insert action) on a daily basis I am going to show you an example.,https://www.instagram.com/p/C5yjeP-REZx/,
EDU_0042,EDUCATIONAL,This is how many (insert item) you need to (insert result).,https://www.instagram.com/p/C-M1nkcNPAV/,
EDU_0043,EDUCATIONAL,I’m gonna save you # of minutes off your next workout with # of simple tips.,https://www.instagram.com/jeffnippard/reel/C9zuGtYJ8ck/,
EDU_0044,EDUCATIONAL,If I only had (insert time frame) in the (insert location/place) this is exactly what I would do to get (insert dream result).,https://www.instagram.com/p/C-9slRRoYAA/,
EDU_0045,EDUCATIONAL,How long can you skip (insert action) before losing (insert result).,https://www.instagram.com/sethwickstrom_fitness/reel/DB1WXxVx6B4/,
EDU_0046,EDUCATIONAL,If you want to (insert dream result) a week for the next (insert weeks) without (insert pain point) then listen up.,https://www.instagram.com/reform.nutrition.training/reel/C6SEO0svXyy/,
EDU_0047,EDUCATIONAL,If you just turned (insert age) and you don’t want to (insert pain point) then you should do the following # things immediately.,https://www.instagram.com/share/BAKR4pqxlZ,
EDU_0048,EDUCATIONAL,You can have a perfect (insert dream result) by simply dumbing it down.,https://www.instagram.com/share/BAOoa4qroW,
EDU_0049,EDUCATIONAL,"Did you know that this, this, this, and this get (insert dream result).",https://www.instagram.com/share/BAExbVPhak,
EDU_0050,EDUCATIONAL,Don’t start doing (insert action) until you learn how to do this.,https://www.instagram.com/share/BA7hIj8Es8,
EDU_0051,EDUCATIONAL,(insert industry) tier list for (insert year).,https://www.instagram.com/p/DEirLE_s0QS/,
EDU_0052,EDUCATIONAL,In 60 seconds i’m going to teach you more about (insert thing) than you have ever learned in your entire life.,https://www.instagram.com/p/DEqFNhryVXt/,
EDU_0053,EDUCATIONAL,Everyone tells you to (insert action) but no one actually shows you how to do it. Here is a # second step by step tutorial that you can save for later.,https://www.instagram.com/calltoleap/reel/C2tER1GvhOc/,
EDU_0054,EDUCATIONAL,"If you’re in your (insert 20’s, 30’s, 40’s, 50’s, 60’, etc) then these are the # of things you need to do to make sure you don;t end up (insert pain point) by (insert age).",https://www.instagram.com/calltoleap/reel/C9atuV6s3J0/,
EDU_0055,EDUCATIONAL,"(Insert noun) loses (Insert noun) on this, so they can make (insert noun) on this.",https://www.instagram.com/marktilbury/reel/DEkDrvSojnz/,
EDU_0056,EDUCATIONAL,You have (insert noun) tomorrow but you have no time to (insert action). Here’s how you save your (insert noun).,https://www.instagram.com/ultimateivyleagueguide/reel/CoNHORnOLUt/,
EDU_0057,EDUCATIONAL,"(Insert scenario) and (Insert dream result), here are the # of steps to get (insert dream result).",https://www.instagram.com/ultimateivyleagueguide/reel/Co5Kp8QLhRZ/,
EDU_0058,EDUCATIONAL,Everyone tells you to do (insert action) but you think it’s too late because you are (Insert age). I am a (insert occupation) and these are # of things you need to know in your (Insert age).,https://www.instagram.com/calltoleap/reel/C4wQD6DPqTe/,
EDU_0059,EDUCATIONAL,(Insert target audience) if you're serious about playing at the next level.,https://www.instagram.com/kelseypoulter/reel/DDp,
EDU_0060,EDUCATIONAL,You only have to be dialed in on # of things to be an elite (insert title).,https://www.instagram.com/kelseypoulter/reel/DAK0EOTRweE/,
EDU_0061,EDUCATIONAL,(Insert noun) for dummies.,https://www.instagram.com/share/BA6XRL1fXU,
EDU_0062,EDUCATIONAL,Don’t hate me but I don’t really mind (insert noun).,https://www.instagram.com/p/DFydpeiy6GJ/,
EDU_0063,EDUCATIONAL,"If you want to do this, first do this.",https://www.instagram.com/p/C5nXYgsy6RR/andhttps://www.instagram.com/alexandramilne_/reel/C,
EDU_0064,EDUCATIONAL,Best ways to save money while (insert action).,https://www.instagram.com/p/DCkE_cUo3mq/,
EDU_0065,EDUCATIONAL,This is every way to (insert action).,https://www.instagram.com/p/DHtlJGYN5wB/,
EDU_0066,EDUCATIONAL,What if I told you this (insert item) could (insert result).,https://www.instagram.com/p/DChgwnJyE3b/,
EDU_0067,EDUCATIONAL,"Did you know that if you (insert action, (Insert action), (insert action), etc.",https://www.instagram.com/p/C-Alb5KsBwA/,
EDU_0068,EDUCATIONAL,The (insert thing) you have now in you (insert age group) is so (insert noun).,https://www.instagram.com/p/DBhHzSeJ_L6/,
EDU_0069,EDUCATIONAL,At age (insert age) the age that many (insert target audience) is when (insert pain point).,https://www.instagram.com/p/DGkzdT8Mc21/,
EDU_0070,EDUCATIONAL,Listen if you’re not forcing your (insert person/persons) to (insert action) in their (insert current state) don’t expect them to be (insert trait) in their (insert after state).,https://www.instagram.com/p/DHQ-medJYC2/,
EDU_0071,EDUCATIONAL,Would you rather watch your (insert person/persons) (insert pain point) or join them in their (insert niche) journey to save their lives?,https://www.instagram.com/p/DGDkKWdPN7W/,
EDU_0072,EDUCATIONAL,This is the amount of (insert noun) you would lose per day in a (insert state).,https://www.instagram.com/p/DGN4d45NAga/,
EDU_0073,EDUCATIONAL,"If your in a (insert dream result) journey, this is exactly what you need to do to (insert dream goal) in # simple steps.",https://www.instagram.com/p/DFGXCydPPOM/,
EDU_0074,EDUCATIONAL,If you told me # of years ago I’d be (insert dream result) I wouldn't have believed you.,https://www.instagram.com/p/DGs6ZD6NMaE/,
EDU_0075,EDUCATIONAL,If your getting (insert adjective) or know someone (insert adjective) there are # of incredulity important things you need to make sure you can do physically in order to (dream result).,https://www.instagram.com/p/DEgJY7yOUYp/,
EDU_0076,EDUCATIONAL,If you don’t want to fail (insert life event).,https://www.instagram.com/p/C-TyArttuFT/,
EDU_0077,EDUCATIONAL,I crammed the hardest (insert noun) and (insert dream result).,https://www.instagram.com/p/CzjQfxOLpKO/,
EDU_0078,EDUCATIONAL,If you’re cooked for your (insert life event) but still can’t find the motivation to do (insert action) you’re gonna want to see this.,https://www.instagram.com/p/DC3Zn1Vx7O9/,
EDU_0079,EDUCATIONAL,"Here’s the difference between (insert title), (insert title) , and (insert title).",https://www.instagram.com/p/DFKZBcFRisK/,
EDU_0080,EDUCATIONAL,If I were in my (insert age range) here is exactly how I would avoid (insert bad result).,https://www.instagram.com/p/DEICudmOqeQ/,
EDU_0081,EDUCATIONAL,Here’s every (insert noun) that you actually need to know.,https://www.instagram.com/p/DBhdAc3RY-X/,
EDU_0082,EDUCATIONAL,The most important things I will teach my kids as a (insert job title).,https://www.instagram.com/p/DDce9wDuc8j/,
EDU_0083,EDUCATIONAL,If you can’t solve this (insert problem) in under 5 seconds go back to (insert pre-qualifying stage).,https://www.instagram.com/p/C0g-j3EJuM6/,
EDU_0084,EDUCATIONAL,30 seconds of (insert industry) advice I give my best friend if he/she were starting from scratch.,https://www.instagram.com/p/DDyGbH-xMoc/,
EDU_0085,EDUCATIONAL,I would do this before quitting your job.,https://www.instagram.com/p/C_D27RuxXHn/,
EDU_0086,EDUCATIONAL,If you do this you’ll (insert result).,https://www.instagram.com/p/DEP_swuolhm/,
EDU_0087,EDUCATIONAL,If your a (insert target audience) who (insert pain point) and you want to (insert dream result) let's go over a very simple # step plan you can follow to quickly (insert dream result).,https://www.instagram.com/p/Cpf3cfujvTd/,
EDU_0088,EDUCATIONAL,Here are 5 books to (insert dream result) better than 99% of other people.,https://www.instagram.com/p/DG3T4N9xdXD/,
EDU_0089,EDUCATIONAL,If you're somebody who (insert action) and your goal is to (insert dream result) and (insert dream result) at the same time. Then here are my # best tips.,https://www.instagram.com/p/DGn7kKyu_5G/,
EDU_0090,EDUCATIONAL,If you can't do (insert action).,https://www.instagram.com/p/DC7SzidSNOX/,
EDU_0091,EDUCATIONAL,"If you can do # of (insert action), than you can do # of (insert action).",https://www.instagram.com/p/DDKZbeoo1gF/,
EDU_0092,EDUCATIONAL,If your mom didn’t teach you how to make (insert,https://www.instagram.com/p/DBEeZ2MvZ16/,
EDU_0093,EDUCATIONAL,Never lose a game of (insert game) for the rest of your life.,https://www.instagram.com/p/DCoC6YHJ_k1/,
EDU_0094,EDUCATIONAL,3 levels of (insert noun).,https://www.instagram.com/p/DBt0hSaNxqH/,
EDU_0095,EDUCATIONAL,"Did you know that if you… (Insert action), (insert action), (insert action), etc",https://www.instagram.com/p/DIGJHsKPfj2/,
EDU_0096,EDUCATIONAL,"I am a professional (insert industry) hacker, and here's every hack at (insert store/location/event/etc).",https://www.instagram.com/p/DG3-nRhyvRq/,
EDU_0097,EDUCATIONAL,I have a very long list of (insert noun) that I (insert action) that I gate keep from other people. But today I feel like giving back so I am going to tell you.,https://www.instagram.com/p/DCpBTqzpGdp/,
EDU_0098,EDUCATIONAL,I am going to teach you how to identify a good (insert noun) to a bad (insert noun).,https://www.instagram.com/p/DHWUyptyp9B/,
EDU_0099,EDUCATIONAL,I went to (insert school type) so you don't have to.,https://www.instagram.com/p/DCrxn_5RFDS/,
EDU_0100,EDUCATIONAL,"Ranking all the most popular (insert noun), so I can rank them from worst to best.",https://www.instagram.com/p/DIPGBRQR0Sb/,
EDU_0101,EDUCATIONAL,Here is how I (insert action) as a (insert label) (insert age).,https://www.instagram.com/p/C6Hkr_QRQ60/,
EDU_0102,EDUCATIONAL,You wouldn't get (insert bad result) when you (insert action) if you (insert action).,https://www.instagram.com/p/DHlNHSfuHoh/,
EDU_0103,EDUCATIONAL,This is harder than getting into Harvard.,https://www.instagram.com/p/DFNdSUruSOQ/,
EDU_0104,EDUCATIONAL,Now how much does it really cost to (insert action).,https://www.instagram.com/p/DE75-Fhyg_T/,
EDU_0105,EDUCATIONAL,This is why no one remembers you.,https://www.instagram.com/p/DFaQuJYueF1/,
EDU_0106,EDUCATIONAL,"I'm 20 which means my teenage years are officially over, so here;s everything I learned from the 7 most weirdest years of my life.",https://www.instagram.com/p/Cuq324pIiKY/,
EDU_0107,EDUCATIONAL,If you're a (target audience) and you want to become (insert dream result) by (insert action) then listen to this video because you have such a big advantage and I will tell you how to conquer it.,https://www.instagram.com/p/DE9tW4dyxlJ/,
EDU_0108,EDUCATIONAL,If you take (insert noun) it will (insert result).,https://www.instagram.com/p/DIMBlJ4MgHH/,
EDU_0109,EDUCATIONAL,I just made a website called (insert the longest but,https://www.instagram.com/p/DIWeFGhRT9u/,
EDU_0110,EDUCATIONAL,How to turn just one (insert noun) into a lifetime of free (insert noun).,https://www.instagram.com/p/DIEbK1dSZJ2/,
EDU_0111,EDUCATIONAL,Things that are damaging your (insert noun) without you even realizing it.,https://www.instagram.com/p/DDxIde3vWO7/,
EDU_0112,EDUCATIONAL,If you have when you see a girl and she just has (insert dream result).,https://www.instagram.com/p/DFNwwbpvxzi/,
EDU_0113,EDUCATIONAL,I've (insert dream result) despite having (insert pain point) and this is the routine that did it.,https://www.instagram.com/p/DHbXdlkIoZh/,
EDU_0114,EDUCATIONAL,Swap these (insert noun) for better (insert result).,https://www.instagram.com/p/DE5r6TspMQA/,
EDU_0115,EDUCATIONAL,"Did you know that this, this, and this target (insert dream result).",https://www.instagram.com/p/DFk6dhNykvl/,
EDU_0116,EDUCATIONAL,Your (insert noun) looks like this and you want them to look like this.,https://www.instagram.com/p/DD0PRBppkqQ/,
EDU_0117,EDUCATIONAL,"(Insert last year) (insert noun), (insert current year) (insert noun).",https://www.instagram.com/p/DEDdSAESaFJ/,
EDU_0118,EDUCATIONAL,"Okay (insert pain point), how about we don't f up (insert current year)",https://www.instagram.com/p/DDiWd5eSlPC/,
EDU_0119,EDUCATIONAL,This is the program/steps I would follow if I was trying to (insert dream result).,https://www.instagram.com/p/DB4om1CIUoZ/,
EDU_0120,EDUCATIONAL,"If your (insert noun) looks anything like this, these are not (insert noun) these are (insert noun) and here is how you can get (insert dream result).",https://www.instagram.com/p/DDGYmIHxlhH/,
EDU_0121,EDUCATIONAL,Here are some (insert action) you can do without (insert noun).,https://www.instagram.com/p/DB-HjvtP1A9/,
EDU_0122,EDUCATIONAL,Let's find out what (insert noun) you are in # steps.,https://www.instagram.com/p/DHXLZyrSP0w/,
EDU_0123,EDUCATIONAL,Most people can only do (insert action) when trying to (insert action) but as an (insert title) you should be able to (insert action).,https://www.instagram.com/p/C_3kQAkIuKn/,
EDU_0124,EDUCATIONAL,"As an (insert title) you should be able to do this, if you can't (insert diagnosis).",https://www.instagram.com/reel/DF_Cn86o0Ki/,
EDU_0125,EDUCATIONAL,"If you're an (insert title) you should be able to do this, this, and this. If you can't I got you, just do this # step/routine/program to (insert dream result).",https://www.instagram.com/reel/DDo0rP9o4Yl/,
EDU_0126,EDUCATIONAL,"If you have (insert pain point), (insert pain point), and (insert pain point) you might be (insert action) wrong.",https://www.instagram.com/p/DDCdiwNO6cO/,
EDU_0127,EDUCATIONAL,If you feel like your never (insert point) here is everything you need for a (insert dream result).,https://www.instagram.com/p/DCkDGtppM_u/,
EDU_0128,EDUCATIONAL,Do you have a (insert pain point) don’t waste your money trying to (insert solution) it's just going to come back.,https://www.instagram.com/p/DEu0CsYu3Qa/,
EDU_0129,EDUCATIONAL,"If giving yourself (insert result) causes (insert pain point), (insert pain point), and (insert pain point) here is how I cheat it.",https://www.instagram.com/p/DCh2GnEzezF/,
EDU_0130,EDUCATIONAL,"You don't have (insert pain point), your not (insert adjective), your not (insert adjective) you just need to (insert solution) and I am going to tell you how to do it.",https://www.instagram.com/p/DHSIRSHJuWc/,
EDU_0131,EDUCATIONAL,Worst thing you can do for your (insert thing) is to ignore your (insert noun) when (insert scenario).,https://www.instagram.com/p/DFGZHpOpv9E/,
EDU_0132,EDUCATIONAL,"Ladies, you can do all the (insert action) but that's not going to do sh*t for your (insert noun).",https://www.instagram.com/p/DFLUAphSOE0/,
EDU_0133,EDUCATIONAL,Never (insert action) first and then (insert action).,https://www.instagram.com/p/DF58v36zILq/,
EDU_0134,EDUCATIONAL,What happens when you go X hours/days/weeks/years without (insert noun).,https://www.instagram.com/p/DHQcFEpuMHI/,
EDU_0135,EDUCATIONAL,There is no doubt in my mind that (insert action) are the best (insert noun) for your (insert noun).,https://www.instagram.com/p/DFnjpQ1x5mZ/,
EDU_0136,EDUCATIONAL,Don't touch this.,https://www.instagram.com/p/DAMZdJhRaKj/,
EDU_0137,EDUCATIONAL,What I wish I knew at (insert age) instead of (insert age).,https://www.instagram.com/p/C3-e4acrDdB/,
EDU_0138,EDUCATIONAL,You're damaging your (insert noun) if you (insert noun) looks like this or like this.,https://www.instagram.com/p/C-AwpFRxDcg/,
EDU_0139,EDUCATIONAL,My most complemented (insert noun) of (insert year).,https://www.instagram.com/p/DDhpuYgRmps/,
EDU_0140,EDUCATIONAL,I have been dating my girlfriend/boyfriend for # years here are # basics I learned that every guy/girl should do for a partner in (insert scenario).,https://www.instagram.com/p/DEbs2tsxl8_/,
EDU_0141,EDUCATIONAL,When I say I (insert action) everyday and I don't (insert action) everyday people always ask me…,https://www.instagram.com/p/DGDy2KMJfQH/,
EDU_0142,EDUCATIONAL,# of ways to raise (insert adjective) children.,https://www.instagram.com/p/DDP0DJDvdAL/,
EDU_0143,EDUCATIONAL,It's okay f you mom didn't talk to you about,https://www.instagram.com/p/DCJwFyKvi03/,
EDU_0144,EDUCATIONAL,The reason you can't (insert dream result) to get that (insert dream result) you keep talking about is because…,https://www.instagram.com/p/DDKbMBDPz-R/,
EDU_0145,EDUCATIONAL,"This is your (insert noun) on a regular day, this is you (insert noun) on (insert scenario).",https://www.instagram.com/p/DFGFur-uB7M/,
EDU_0146,EDUCATIONAL,"You guys know this look, when someone perfectly (insert action) and (insert action) I am obsessed with this (insert noun).",https://www.instagram.com/p/DDpulHmx30Z/,
EDU_0147,EDUCATIONAL,You crave (insert noun) on your (insert scenario) here's why.,https://www.instagram.com/p/DFYO1KMxUoy/,
EDU_0148,EDUCATIONAL,"This is you (insert noun) when you (insert action), and this is your (insert noun) when you (insert action).",https://www.instagram.com/p/DHI7KYmOgHL/,
EDU_0149,EDUCATIONAL,I have (insert noun) commercial (insert noun).,https://www.instagram.com/p/DH6Nb_7JpIT/,
EDU_0150,EDUCATIONAL,Stop (insert action) if you actually want to (insert dream result).,https://www.instagram.com/p/DGaYM9PIO9b/,
EDU_0151,EDUCATIONAL,"This is how much (insert dream result) you achieve if you (insert action), and this is how much (insert dream result) if you (insert action) and these # of hacks.",https://www.instagram.com/p/DE8lZdOOLDa/,
EDU_0152,EDUCATIONAL,If you want to (insert # of dream result) per week this is how you are going to do it.,https://www.instagram.com/p/DBumWY_tbj-/,
EDU_0153,EDUCATIONAL,This is for the homies who promised (insert person/persons) and nice and fancy (insert noun).,https://www.instagram.com/p/DHZJfckxUnr/,
EDU_0154,EDUCATIONAL,"What if I told you, you could (insert action) for only (insert low cost).",https://www.instagram.com/p/DGjhMiPO7bd/,
EDU_0155,EDUCATIONAL,Why did it take me over # years to realize you can make (insert result) in # minutes.,https://www.instagram.com/p/DHGjH0Gioy2/,
EDU_0156,EDUCATIONAL,Don't hate me but I don’t really mind (insert basic niche thing) but don;t worry I am going to show you how to make it way better.,https://www.instagram.com/p/DIKPqy-TeZ9/andhttps://www.instagram.com/p/DFydpeiy6GJ/,
EDU_0157,EDUCATIONAL,(insert dream result) and (insert dream result) with these # of tips. For reference I have (insert personal result).,https://www.instagram.com/p/DA35oVOpAAe/,
EDU_0158,EDUCATIONAL,"If you have a (insert dream result) keep scrolling. Today we are going to talk about a (insert routine, method",https://www.instagram.com/p/DDmm7ygxvVp/,
EDU_0159,EDUCATIONAL,"Did you know that if you (insert action), (insert action), (insert action), etc.",https://www.instagram.com/p/DFvcBZRp0kh/,
EDU_0160,EDUCATIONAL,Here's exactly how much (insert noun) you can make with under (insert dollar amount).,https://www.instagram.com/p/DG8MN0rAwpR/,
EDU_0161,EDUCATIONAL,"The lack of clinical studies on (insert noun) isn't because it doesn't work, it's because…",https://www.instagram.com/p/DHjYM2oukHZ/,
EDU_0162,EDUCATIONAL,You'll never get (insert dream result) in your (insert age range) if you don;t do these 3 things when you turn (insert age).,https://www.instagram.com/p/DHeJtx9IAFv/,
EDU_0163,EDUCATIONAL,"# lessons, # of (insert person/persons), in # of days/weeks/months.",https://www.instagram.com/p/DH64SMas1b1/,
EDU_0164,EDUCATIONAL,"I make more money than doctors, engineers, and lawyers and no I didn't go to college for more than 6 years to get a degree.",https://www.instagram.com/p/DIW3NDOORrg/,
EDU_0165,EDUCATIONAL,I worked at (insert company) for X months/years and now I am exposing everything they keep from customers.,https://www.instagram.com/p/DINXKt8pBaq/,
EDU_0166,EDUCATIONAL,This is what (insert money amount) will get you in (insert location).,https://www.instagram.com/p/DHQ7CG0xxmr/,
EDU_0167,EDUCATIONAL,How much do I need to make or buy a (insert price) (insert noun).,https://www.instagram.com/p/DCQFABDNVWG/,
EDU_0168,EDUCATIONAL,I make (insert hourly rate) can I qualify/buy (insert loan/noun).,https://www.instagram.com/p/C8k9RkJtXv5/,
EDU_0169,EDUCATIONAL,Let's see what your monthly payment would look like if you owned (insert noun).,https://www.instagram.com/p/C5w9HV9Axfe/,
EDU_0170,EDUCATIONAL,"Lets see what $1,800 a month gets you in (insert location).",https://www.instagram.com/p/DAUl55ypr-C/,
EDU_0171,EDUCATIONAL,"If you are paying over (insert price amount) for a (insert noun), you might as well buy a (insert noun).",https://www.instagram.com/p/C55wTztrNF0/,
EDU_0172,EDUCATIONAL,I have made a spreadsheet with over (insert large number) of (insert noun).,https://www.instagram.com/p/DIb7EjNxtK4/,
EDU_0173,EDUCATIONAL,This is (insert large number) of (insert noun).,https://www.instagram.com/georgiaheins/reel/C9uzMCJMrEL/,
EDU_0174,EDUCATIONAL,There is one thing above all that sets the top (insert title) apart from the rest.,https://www.instagram.com/p/DGESNTBT_3p/,
EDU_0175,EDUCATIONAL,This is how I would (insert action) if I were starting from scratch).,https://www.instagram.com/share/BBMxvJRjNv,
EDU_0176,EDUCATIONAL,If you're spending a lot of money on (insert noun) then you need to try this (insert recipe/method/strategy) because it's super easy and (insert dream outcome).,https://www.instagram.com/p/DGmf0uKMWyK/,
EDU_0177,EDUCATIONAL,If you have a (insert noun) you have probably experienced this.,https://www.instagram.com/p/DIpVvJUSKam/,
EDU_0178,EDUCATIONAL,(insert noun) (insert trait) (insert similar noun) (insert trait).,https://www.instagram.com/p/DE_9DHKoM-8/,
EDU_0179,EDUCATIONAL,It looks like you haven't done (insert noun) since (insert time frame).,https://www.instagram.com/p/DETjcTPN0Zh/,
EDU_0180,EDUCATIONAL,I don’t know who needs to see this but if you have a (insert symptom) this is how I literally (insert dream result) every single time.,https://www.instagram.com/p/DFt1sIdSaJU/,
EDU_0181,EDUCATIONAL,"Oh look I found (insert $), that means I am going to (insert verb) I only need this.",https://www.instagram.com/p/DDD1Dk7OjTQ/,
EDU_0182,EDUCATIONAL,"One (insert noun), one (insert noun), and you have (insert time frame).",https://www.instagram.com/p/DIkf9ExCbNb/,
EDU_0183,EDUCATIONAL,"The reason your (insert noun) sucks, is because you have no freaking (insert adjective).",https://www.instagram.com/p/DIwiSA7zyyd/,
EDU_0184,EDUCATIONAL,You’ve heard of the viral (insert method/strategy/noun name) right? Well I invested that!,https://www.instagram.com/p/DI9QVVaRbur/,
EDU_0185,EDUCATIONAL,(insert noun) I would make for you based on your favorite (insert noun).,https://www.instagram.com/p/DF-hWdEu9Pr/,
EDU_0186,EDUCATIONAL,Here are (insert #) of (insert noun) from (insert noun) that I am going to (insert verb) in (insert time frame).,https://www.instagram.com/p/DGwvVNDMQBA/,
EDU_0187,EDUCATIONAL,"How we saved (insert $) on our (insert noun), and one thing we wish we did differently.",https://www.instagram.com/p/DD2B1rIRisK/,
